,index,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Artist,Doctor,Engineer,Entertainment,Executive,Healthcare,Homemaker,Lawyer,Marketing,None,Profession,Gender_str,Married,cluster
776,776,1,0,66,0,0.0,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
777,777,0,1,28,1,2.0,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,No,0
778,778,0,0,47,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Female,Yes,3
779,779,1,0,52,0,1.0,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
780,780,1,1,27,1,2.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
781,781,0,0,56,0,0.0,2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
782,782,0,0,53,1,7.0,2,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,Yes,0
783,783,0,0,45,0,1.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
784,784,0,1,37,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Homemaker,Female,No,1
785,785,0,0,36,1,2.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
786,786,1,1,25,0,2.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,No,2
787,787,0,0,45,0,1.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
788,788,1,0,72,0,9.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Homemaker,Male,Yes,3
789,789,1,1,35,0,1.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,No,2
790,790,0,0,72,0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Female,Yes,4
791,791,0,0,31,1,1.0,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
792,792,1,0,47,1,4.0,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
793,793,1,1,20,1,7.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
794,794,0,0,73,0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Female,Yes,4
795,795,1,0,29,1,2.0,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Male,Yes,1
796,796,1,0,25,1,3.0,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
797,797,1,0,52,0,0.0,3,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
798,798,0,1,27,0,1.0,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
799,799,1,0,52,0,1.0,2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
800,800,0,0,49,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
801,801,1,0,60,1,2.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Male,Yes,3
802,802,1,1,45,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Male,No,1
803,803,1,0,59,0,4.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
804,804,0,1,18,1,8.0,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,No,1
805,805,1,1,18,1,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
806,806,1,0,55,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
807,807,0,1,59,0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Female,No,2
808,808,1,1,22,1,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
809,809,1,0,52,0,0.0,3,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
810,810,1,0,51,0,1.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
811,811,1,0,35,1,0.0,3,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
812,812,0,1,26,1,8.0,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Female,No,1
813,813,1,0,38,0,1.0,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
814,814,1,0,43,0,1.0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Male,Yes,3
815,815,1,1,41,0,1.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,No,2
816,816,0,1,27,1,8.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Homemaker,Female,No,1
817,817,1,0,60,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Male,Yes,3
818,818,0,1,25,1,2.0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Female,No,1
819,819,1,1,18,1,2.0,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
820,820,1,0,47,0,0.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
821,821,1,0,71,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Male,Yes,1
822,822,0,1,32,0,1.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Female,No,2
823,823,1,0,60,0,1.0,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
824,824,0,1,33,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,No,1
825,825,0,1,37,0,9.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
826,826,1,0,48,0,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Homemaker,Male,Yes,3
827,827,0,1,33,1,7.0,3,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,No,0
828,828,0,0,68,0,1.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
829,829,1,0,51,1,0.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
830,830,1,0,52,0,1.0,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
831,831,1,0,31,0,13.0,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Male,Yes,1
832,832,1,1,39,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Male,No,0
833,833,1,1,60,0,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Male,No,4
834,834,0,0,50,0,4.0,3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Female,Yes,4
835,835,0,1,19,1,2.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,No,1
836,836,1,1,18,1,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
837,837,1,0,37,0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
838,838,0,0,50,0,1.0,2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Female,Yes,3
839,839,0,1,20,1,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,No,1
840,840,1,1,19,1,1.0,1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
841,841,1,1,31,0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
842,842,1,0,53,0,14.0,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Male,Yes,3
843,843,0,0,26,0,12.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
844,844,1,1,37,0,8.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
845,845,0,0,49,1,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,Yes,1
846,846,1,0,70,1,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
847,847,0,0,48,1,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Female,Yes,4
848,848,1,1,21,1,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
849,849,1,1,19,1,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
850,850,1,1,61,1,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Male,No,3
851,851,1,1,31,1,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
852,852,0,0,65,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Female,Yes,4
853,853,1,0,73,1,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
854,854,0,0,50,0,1.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
855,855,1,0,70,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Male,Yes,4
856,856,1,0,58,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Male,Yes,0
857,857,0,1,58,1,14.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Female,No,1
858,858,1,1,18,0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
859,859,1,1,32,1,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
860,860,0,1,40,0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Female,No,4
861,861,0,1,49,0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Female,No,1
862,862,1,1,35,0,8.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,No,3
863,863,0,0,40,0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,Yes,0
864,864,1,1,30,0,12.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Male,No,1
865,865,0,1,35,0,5.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
866,866,1,0,28,1,0.0,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Male,Yes,1
867,867,1,1,30,1,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Male,No,1
868,868,1,0,39,0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,Yes,1
869,869,1,1,39,0,1.0,1,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,No,2
870,870,0,0,26,0,6.0,3,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,Yes,0
871,871,1,0,36,0,0.0,3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
872,872,0,1,26,0,9.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Homemaker,Female,No,1
873,873,1,1,21,1,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
874,874,0,1,45,0,2.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
875,875,1,0,45,1,10.0,2,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
876,876,0,0,63,0,0.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
877,877,0,1,45,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
878,878,0,0,27,0,9.0,3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,Yes,1
879,879,1,0,47,1,0.0,1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
880,880,1,0,36,0,6.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
881,881,1,0,49,0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
882,882,1,1,25,1,7.0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Male,No,1
883,883,1,1,32,1,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
884,884,1,0,41,1,6.0,3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
885,885,0,0,50,0,9.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
886,886,0,0,63,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
887,887,1,0,69,1,2.0,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
888,888,0,0,62,0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,Yes,0
889,889,1,0,63,0,1.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Male,Yes,4
890,890,0,0,36,0,5.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
891,891,0,0,31,1,8.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,Yes,0
892,892,0,1,45,1,8.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Female,No,2
893,893,0,0,45,0,1.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
894,894,1,1,26,1,1.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Male,No,1
895,895,1,0,49,1,2.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
896,896,0,1,38,0,8.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Female,No,1
897,897,0,0,74,0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Female,Yes,4
898,898,1,1,61,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Male,No,4
899,899,0,1,26,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,No,1
900,900,0,0,70,0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Female,Yes,4
901,901,0,1,30,1,2.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Female,No,1
902,902,0,0,57,0,1.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
903,903,0,0,35,1,8.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Female,Yes,3
904,904,1,1,20,1,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
905,905,1,1,19,1,5.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
906,906,1,1,52,0,1.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,No,3
907,907,1,1,31,0,2.0,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,No,3
908,908,1,1,22,1,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Male,No,1
909,909,1,0,27,0,9.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Homemaker,Male,Yes,3
910,910,0,1,39,0,1.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
911,911,0,1,28,1,8.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Homemaker,Female,No,1
912,912,1,0,59,1,2.0,2,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Male,Yes,0
913,913,0,0,57,0,1.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
914,914,1,1,25,0,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
915,915,0,0,40,1,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,Yes,0
916,916,0,0,53,0,1.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,Yes,3
917,917,0,1,32,0,9.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
918,918,0,1,70,0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
919,919,1,1,48,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Male,No,0
920,920,1,0,75,0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Male,Yes,4
921,921,1,0,62,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
922,922,1,0,41,1,1.0,2,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
923,923,1,0,55,0,0.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
924,924,0,1,35,0,8.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
925,925,0,1,20,1,4.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,No,1
926,926,1,1,20,1,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
927,927,0,1,35,1,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Female,No,1
928,928,0,0,56,0,1.0,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Female,Yes,2
929,929,1,0,39,1,1.0,3,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Executive,Male,Yes,4
930,930,1,0,42,0,2.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
931,931,1,0,35,0,1.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
932,932,0,1,35,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,No,0
933,933,1,1,33,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
934,934,1,1,42,0,1.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,No,3
935,935,1,1,35,0,5.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,No,3
936,936,0,1,27,1,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Female,No,1
937,937,1,1,33,1,6.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,No,2
938,938,0,1,32,0,9.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
939,939,0,1,35,1,4.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Female,No,2
940,940,1,1,22,1,0.0,1,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
941,941,1,0,40,0,3.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
942,942,1,0,51,0,3.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
943,943,1,0,88,0,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Male,Yes,4
944,944,1,0,82,0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lawyer,Male,Yes,4
945,945,1,0,43,0,6.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
946,946,0,1,29,1,9.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Marketing,Female,No,1
947,947,0,1,38,0,9.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
948,948,1,0,37,0,0.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
949,949,1,1,32,0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
950,950,1,1,26,0,5.0,1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,No,2
951,951,1,0,39,0,0.0,2,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,Yes,2
952,952,0,1,43,0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Female,No,3
953,953,1,0,51,0,11.0,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doctor,Male,Yes,3
954,954,1,0,52,0,0.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
955,955,1,1,51,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Male,No,2
956,956,1,1,20,1,2.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
957,957,1,1,33,1,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Healthcare,Male,No,1
958,958,0,1,36,0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Entertainment,Female,No,2
959,959,0,0,39,1,2.0,2,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,Female,Yes,0
960,960,1,0,48,0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artist,Male,Yes,3
